BldgDmgFnID,Occupancy,Source,Description,m4,m3,m2,m1,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,Comment
404,COM3,USACE - New Orleans,"Funeral Home, structure, salt water, long duration",0,0,0,0,0,43,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
405,COM3,USACE - New Orleans,"Funeral Home, structure, salt water, short duration",0,0,0,0,0,19,39,75,92,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
406,COM3,USACE - New Orleans,"Funeral Home, structure, fresh water, long duration",0,0,0,0,0,28,42,66,81,83,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,NULL
407,COM3,USACE - New Orleans,"Funeral Home, structure, fresh water, short duration",0,0,0,0,0,16,34,65,80,82,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,NULL
408,COM3,USACE - New Orleans,"Funeral Home, structure, composite water & duration",0,0,0,0,0,31,52,65,73,79,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100,NULL
409,COM3,USACE - New Orleans,"Laundromat, structure, salt water, long duration",0,0,0,0,0,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
410,COM3,USACE - New Orleans,"Laundromat, structure, salt water, short duration",0,0,0,0,0,25,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
411,COM3,USACE - New Orleans,"Laundromat, structure, fresh water, long duration",0,0,0,0,0,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,NULL
412,COM3,USACE - New Orleans,"Laundromat, structure, fresh water, short duration",0,0,0,0,0,23,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,NULL
413,COM3,USACE - New Orleans,"Laundromat, structure, composite water & duration",0,0,0,0,0,30,55,65,77,88,96,96,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,NULL
414,COM3,USACE - New Orleans,"Reupholstery, structure, salt water, long duration",0,0,0,0,0,34,69,71,72,81,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,NULL
415,COM3,USACE - New Orleans,"Reupholstery, structure, salt water, short duration",0,0,0,0,0,21,33,66,67,69,77,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,NULL
416,COM3,USACE - New Orleans,"Reupholstery, structure, fresh water, long duration",0,0,0,0,0,31,63,64,66,73,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,NULL
417,COM3,USACE - New Orleans,"Reupholstery, structure, fresh water, short duration",0,0,0,0,0,20,31,63,64,66,73,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,NULL
418,COM3,USACE - New Orleans,"Reupholstery, structure, composite water & duration",0,0,0,0,0,30,41,52,65,75,91,93,93,93,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
419,COM3,USACE - New Orleans,"Watch Repair, structure, salt water, long duration",0,0,0,0,0,34,69,71,72,81,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,NULL
420,COM3,USACE - New Orleans,"Watch Repair, structure, salt water, short duration",0,0,0,0,0,21,33,66,67,69,77,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,NULL
421,COM3,USACE - New Orleans,"Watch Repair, structure, fresh water, long duration",0,0,0,0,0,31,63,64,66,73,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,NULL
422,COM3,USACE - New Orleans,"Watch Repair, structure, fresh water, short duration",0,0,0,0,0,20,31,63,64,66,73,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,NULL
423,COM3,USACE - New Orleans,"Watch Repair, structure, composite water & duration",0,0,0,0,0,30,41,52,65,75,91,93,93,93,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
424,COM3,USACE - Wilmington,"Barber Shop, structure",0,0,0,0,4,7,15,25,31,39,45,52,57,62,67,71,75,78,82,85,88,91,94,97,100,100,100,100,100,NULL
425,COM3,USACE - Wilmington,"Beauty Shop, structure",0,0,0,0,1,6,11,23,33,42,50,60,67,71,74,77,81,85,88,91,94,97,100,100,100,100,100,100,100,NULL
426,COM3,USACE - Wilmington,"Cleaners, structure",0,0,0,0,5,11,19,27,39,52,68,84,95,98,98,98,98,98,99,100,100,100,100,100,100,100,100,100,100,NULL
427,COM3,USACE - Wilmington,"Cleaners-substation, structure",0,0,0,0,4,6,7,10,22,39,56,75,88,91,93,93,94,95,96,97,98,99,100,100,100,100,100,100,100,NULL
428,COM3,USACE - Wilmington,"Funeral Home, structure",0,0,0,0,17,25,31,38,47,55,63,71,78,82,84,86,88,90,92,94,96,98,100,100,100,100,100,100,100,NULL
429,COM3,USACE - Wilmington,"Laundry, structure",0,0,0,0,5,12,20,29,37,45,52,60,65,69,73,78,82,86,90,94,98,100,100,100,100,100,100,100,100,NULL
430,COM3,USACE - Wilmington,"Wash-a-teria, structure",0,0,0,0,6,20,40,52,58,63,67,72,76,80,84,87,91,94,97,100,100,100,100,100,100,100,100,100,100,NULL
431,COM4,USACE - Galveston,"Average Prof/Tech Services, Structure",0,0,0,0,2,11,16,22,28,35,38,41,44,47,50,54,57,59,62,66,68,70,72,74,76,77,78,79,80,NULL
432,COM4,USACE - Galveston,"Airport, structure",0,0,0,0,0,17,17,20,23,27,28,30,32,34,40,40,40,40,43,59,59,59,59,59,59,59,59,59,59,NULL
433,COM4,USACE - Galveston,"Boat Stalls, structure",0,0,0,0,0,10,19,26,32,40,48,56,64,71,78,85,91,97,100,100,100,100,100,100,100,100,100,100,100,NULL
434,COM4,USACE - Galveston,"Boat Storage, structure",0,0,0,0,0,4,5,7,10,13,16,22,26,31,37,43,49,55,60,65,70,75,79,83,87,91,95,99,100,NULL
435,COM4,USACE - Galveston,"Business, Structure",0,0,0,0,0,1,2,3,5,8,11,13,16,18,21,25,29,34,38,44,49,54,59,65,70,75,80,85,90,NULL
436,COM4,USACE - Galveston,"Filtering Plant, structure",0,0,0,0,0,5,15,30,60,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,NULL
437,COM4,USACE - Galveston,"Import Sales, structure",0,0,0,0,0,25,30,35,40,42,44,46,48,50,50,65,65,65,65,65,65,65,65,65,65,65,65,65,65,NULL
438,COM4,USACE - Galveston,"Big Office Commercial, structure",0,0,0,0,0,12,14,17,19,23,27,31,35,40,45,50,55,59,63,67,71,74,77,80,83,86,89,92,95,NULL
439,COM4,USACE - Galveston,"Piers, structure",0,0,0,0,20,40,60,80,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
440,COM4,USACE - Galveston,"Sewage Treatment, structure",0,0,0,0,0,2,4,4,4,5,6,8,12,16,21,27,34,42,50,59,68,77,87,97,100,100,100,100,100,NULL
441,COM4,USACE - Galveston,"Transport Company, structure",0,0,0,0,0,9,11,12,16,20,24,28,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,NULL
442,COM4,USACE - Galveston,"Utility Company, structure",0,0,0,0,0,0,0,10,14,18,22,26,30,34,36,38,40,40,45,50,50,50,50,50,50,50,50,50,50,NULL
443,COM4,USACE - New Orleans,"Accounting Firm, structure, salt water, long duration",0,0,0,0,0,43,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
444,COM4,USACE - New Orleans,"Accounting Firm, structure, salt water, short duration",0,0,0,0,0,19,39,75,92,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
445,COM4,USACE - New Orleans,"Accounting Firm, structure, fresh water, long duration",0,0,0,0,0,28,42,66,81,83,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,NULL
446,COM4,USACE - New Orleans,"Accounting Firm, structure, fresh water, short duration",0,0,0,0,0,16,34,65,80,82,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,NULL
447,COM4,USACE - New Orleans,"Accounting Firm, structure, composite water & duration",0,0,0,0,0,31,52,65,73,79,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100,NULL
448,COM4,USACE - New Orleans,"Legal Office, structure, salt water, long duration",0,0,0,0,0,43,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
449,COM4,USACE - New Orleans,"Legal Office, structure, salt water, short duration",0,0,0,0,0,19,39,75,92,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
450,COM4,USACE - New Orleans,"Legal Office, structure, fresh water, long duration",0,0,0,0,0,28,42,66,81,83,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,NULL
451,COM4,USACE - New Orleans,"Legal Office, structure, fresh water, short duration",0,0,0,0,0,16,34,65,80,82,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,NULL
452,COM4,USACE - New Orleans,"Legal Office, structure, composite water & duration",0,0,0,0,0,31,52,65,73,79,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100,NULL
453,COM4,USACE - New Orleans,"Real Estate Office, structure, salt water, long duration",0,0,0,0,0,43,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
454,COM4,USACE - New Orleans,"Real Estate Office, structure, salt water, short duration",0,0,0,0,0,19,39,75,92,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
455,COM4,USACE - New Orleans,"Real Estate Office, structure, fresh water, long duration",0,0,0,0,0,28,42,66,81,83,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,NULL
456,COM4,USACE - New Orleans,"Real Estate Office, structure, fresh water, short duration",0,0,0,0,0,16,34,65,80,82,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,NULL
457,COM4,USACE - New Orleans,"Real Estate Office, structure, composite water & duration",0,0,0,0,0,31,52,65,73,79,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100,NULL
458,COM4,USACE - New Orleans,"Utility Company, structure, salt water, long duration",0,0,0,0,0,85,87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
459,COM4,USACE - New Orleans,"Utility Company, structure, salt water, short duration",0,0,0,0,0,72,72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
460,COM4,USACE - New Orleans,"Utility Company, structure, fresh water, long duration",0,0,0,0,0,75,76,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
461,COM4,USACE - New Orleans,"Utility Company, structure, fresh water, short duration",0,0,0,0,0,65,65,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
462,COM4,USACE - New Orleans,"Utility Company, structure, composite water & duration",0,0,0,0,0,25,55,69,79,84,85,85,85,85,90,90,90,92,93,94,95,96,97,98,99,100,100,100,100,NULL
463,COM4,USACE - St. Paul,"Professional, structure, fresh water",0,0,0,0,5,12,17,20,21,22,22,23,25,27,31,35,39,42,42,42,42,42,42,42,42,42,42,42,42,NULL
464,COM4,USACE - Wilmington,"Boat Stalls, structure",0,0,0,0,5,9,13,17,21,26,32,37,43,48,52,58,60,63,66,69,72,75,78,81,84,87,90,93,96,NULL
465,COM4,USACE - Wilmington,"Business, structure",0,0,0,0,4,9,15,22,27,35,44,55,64,71,77,83,87,91,95,99,100,100,100,100,100,100,100,100,100,NULL
466,COM4,USACE - Wilmington,"Office Building, structure",0,0,0,0,26,35,41,48,55,60,66,71,76,80,83,85,88,90,93,95,98,100,100,100,100,100,100,100,100,NULL
467,COM5,USACE - Galveston,"Bank, Structure",0,0,0,0,0,11,11,12,13,15,17,19,22,24,28,31,34,37,40,44,48,51,55,59,63,67,71,75,79,NULL
468,COM5,USACE - New Orleans,"Bank, Structure, salt water, long duration",0,0,0,0,0,43,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
469,COM5,USACE - New Orleans,"Bank, Structure, salt water, short duration",0,0,0,0,0,19,39,75,92,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
470,COM5,USACE - New Orleans,"Bank, tructure, fresh water, long duration",0,0,0,0,0,28,42,66,81,83,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,NULL
471,COM5,USACE - New Orleans,"Bank, Structure, fresh water, short duration",0,0,0,0,0,16,34,65,80,82,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,NULL
472,COM5,USACE - New Orleans,"Bank, Structure, composite water & duration",0,0,0,0,0,31,52,65,73,79,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100,NULL
473,COM5,USACE - Wilmington,"Bank, Structure",0,0,0,0,1,5,13,21,23,24,26,28,30,33,35,37,39,42,45,48,51,54,57,60,63,66,69,72,75,NULL
474,COM6,USACE - Galveston,"Hospital, Structure",0,0,0,0,0,0,0,20,25,30,35,40,43,47,50,53,55,57,60,60,60,60,60,60,60,60,60,60,60,NULL
475,COM7,USACE - Galveston,"Average Medical Office, Structure",0,0,0,0,2,11,12,13,14,16,17,18,20,22,24,27,30,34,37,41,44,48,51,54,56,59,61,64,66,NULL
476,COM7,USACE - Galveston,"Doctor's Office, structure",0,0,0,0,0,1,3,4,6,9,11,14,17,20,24,29,35,42,50,57,63,68,73,77,80,83,85,87,88,NULL
477,COM7,USACE - Galveston,"Dentist's Office, structure",0,0,0,0,7,35,35,35,35,35,35,36,37,38,39,41,42,44,45,47,49,51,53,55,57,59,61,63,65,NULL
478,COM7,USACE - Galveston,"Chiropractic Clinic, structure",0,0,0,0,0,1,2,2,3,4,6,8,11,14,17,21,25,29,33,38,42,47,51,56,60,65,69,74,78,NULL
479,COM7,USACE - Galveston,"X-Ray Service, structure",0,0,0,0,0,5,7,12,13,14,15,15,15,15,15,18,19,20,21,22,23,24,25,26,27,28,29,30,31,NULL
480,COM7,USACE - Wilmington,"Medical Clinic, structure",0,0,0,0,7,16,27,37,42,47,49,52,55,57,59,62,64,66,68,70,72,74,76,78,80,82,84,86,88,NULL
481,COM7,USACE - Wilmington,"Doctor's Office, structure",0,0,0,0,2,7,17,26,34,43,51,58,65,71,77,82,86,90,95,100,100,100,100,100,100,100,100,100,100,NULL
482,COM7,USACE - Wilmington,"Dentist's Office, structure",0,0,0,0,2,5,9,16,25,36,50,66,78,82,84,85,87,88,89,90,91,92,93,94,95,96,97,98,99,NULL
483,COM7,USACE - New Orleans,"Medical Office, structure, salt water, long duration",0,0,0,0,0,43,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
484,COM7,USACE - New Orleans,"Medical Office, structure, salt water, short duration",0,0,0,0,0,19,39,75,92,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
485,COM7,USACE - New Orleans,"Medical Office, structure, fresh water, long duration",0,0,0,0,0,28,42,66,81,83,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,NULL
486,COM7,USACE - New Orleans,"Medical Office, structure, fresh water, short duration",0,0,0,0,0,16,34,65,80,82,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,NULL
487,COM7,USACE - New Orleans,"Medical Office, structure, composite water & duration",0,0,0,0,0,31,52,65,73,79,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100,NULL
488,COM7,USACE - New Orleans,"Dentist's Office, structure, salt water, long duration",0,0,0,0,0,43,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
489,COM7,USACE - New Orleans,"Dentist's Office, structure, salt water, short duration",0,0,0,0,0,19,39,75,92,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
490,COM7,USACE - New Orleans,"Dentist's Office, structure, fresh water, long duration",0,0,0,0,0,28,42,66,81,83,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,NULL
491,COM7,USACE - New Orleans,"Dentist's Office, structure, fresh water, short duration",0,0,0,0,0,16,34,65,80,82,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,NULL
492,COM7,USACE - New Orleans,"Dentist's Office, structure, composite water & duration",0,0,0,0,0,31,52,65,73,79,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100,NULL
493,COM8,USACE - Galveston,"Average Entertainment/Recreation, Structure",0,0,0,0,1,9,11,12,14,16,18,20,22,26,29,33,37,41,45,50,53,57,60,63,66,69,73,76,78,NULL
494,COM8,USACE - Galveston,"Fishing Party Boat, structure",0,0,0,0,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,NULL
495,COM8,USACE - Galveston,"Bowling Alley, structure",0,0,0,0,0,4,7,11,15,19,23,27,31,35,39,44,49,53,53,61,65,69,73,77,81,85,89,93,97,NULL
496,COM8,USACE - Galveston,"Country Club, structure",0,0,0,0,0,7,8,8,9,10,11,12,13,14,15,18,21,24,28,33,38,44,50,57,64,71,78,85,92,NULL
497,COM8,USACE - Galveston,"Private Golf Course, structure",0,0,0,0,0,1,4,6,8,9,11,14,17,21,26,31,37,43,50,57,63,68,73,77,81,85,89,93,97,NULL
498,COM8,USACE - Galveston,"Physical Fitness, structure",0,0,0,0,0,18,20,20,20,20,20,22,27,33,39,44,49,53,58,62,66,69,73,77,81,85,89,93,97,NULL
499,COM8,USACE - Galveston,"Private Pool, structure",0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NULL
500,COM8,USACE - Galveston,"Private Club, structure",0,0,0,0,0,5,8,8,9,9,9,10,12,14,17,21,26,32,40,50,58,64,70,75,80,84,88,92,96,NULL
501,COM8,USACE - Galveston,"Recreation Facilities, structure",0,0,0,0,0,0,0,2,5,10,10,15,15,20,20,25,25,35,35,45,45,45,45,45,45,45,45,45,45,NULL
502,COM8,USACE - Galveston,"Tavern, structure",0,0,0,0,0,15,18,20,22,24,27,31,34,38,42,46,50,54,58,62,66,70,73,77,81,85,89,93,97,NULL
503,COM8,USACE - Galveston,"Telephone Exchange, structure",0,0,0,0,0,12,14,17,19,23,27,31,35,40,45,50,55,59,63,67,71,74,77,80,83,86,89,92,95,NULL
504,COM8,USACE - Galveston,"Cafeteria Restaurant, structure",0,0,0,0,0,15,18,20,23,25,27,28,30,33,37,43,50,58,64,68,72,76,80,84,88,92,96,100,100,NULL
505,COM8,USACE - Galveston,"Drive-In Restaurant, structure",0,0,0,0,0,2,4,7,10,14,18,23,28,33,39,44,50,56,61,66,70,73,77,80,84,87,91,94,98,NULL
506,COM8,USACE - New Orleans,"Bowling Alley, structure, salt water, long duration",0,0,0,0,0,46,75,92,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
507,COM8,USACE - New Orleans,"Bowling Alley, structure, salt water, short duration",0,0,0,0,0,25,50,80,96,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
508,COM8,USACE - New Orleans,"Bowling Alley, structure, fresh water, long duration",0,0,0,0,0,41,68,84,92,95,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,NULL
509,COM8,USACE - New Orleans,"Bowling Alley, structure, fresh water, short duration",0,0,0,0,0,24,48,77,91,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,NULL
510,COM8,USACE - New Orleans,"Bowling Alley, structure, composite water & duration",0,0,0,0,0,26,54,68,83,88,95,97,98,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
511,COM8,USACE - New Orleans,"Fast Food Restaurant, structure, salt water, long duration",0,0,0,0,0,46,75,92,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
512,COM8,USACE - New Orleans,"Fast Food Restaurant, structure, salt water, short duration",0,0,0,0,0,25,50,80,96,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
513,COM8,USACE - New Orleans,"Fast Food Restaurant, structure, fresh water, long duration",0,0,0,0,0,41,68,84,92,95,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,NULL
514,COM8,USACE - New Orleans,"Fast Food Restaurant, structure, fresh water, short duration",0,0,0,0,0,24,48,77,91,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,NULL
515,COM8,USACE - New Orleans,"Fast Food Restaurant, structure, composite water & duration",0,0,0,0,0,26,54,68,83,88,95,97,98,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
516,COM8,USACE - New Orleans,"Full-Service Restaurant, structure, salt water, long duration",0,0,0,0,0,46,75,92,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
517,COM8,USACE - New Orleans,"Full-Service Restaurant, structure, salt water, short duration",0,0,0,0,0,25,50,80,96,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
518,COM8,USACE - New Orleans,"Full-Service Restaurant, structure, fresh water, long duration",0,0,0,0,0,41,68,84,92,95,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,NULL
519,COM8,USACE - New Orleans,"Full-Service Restaurant, structure, fresh water, short duration",0,0,0,0,0,24,48,77,91,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,NULL
520,COM8,USACE - New Orleans,"Full-Service Restaurant, structure, composite water & duration",0,0,0,0,0,26,54,68,83,88,95,97,98,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
521,COM8,USACE - New Orleans,"Lounge, structure, salt water, long duration",0,0,0,0,0,46,75,92,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
522,COM8,USACE - New Orleans,"Lounge, structure, salt water, short duration",0,0,0,0,0,25,50,80,96,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
523,COM8,USACE - New Orleans,"Lounge, structure, fresh water, long duration",0,0,0,0,0,41,68,84,92,95,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,NULL
524,COM8,USACE - New Orleans,"Lounge, structure, fresh water, short duration",0,0,0,0,0,24,48,77,91,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,NULL
525,COM8,USACE - New Orleans,"Lounge, structure, composite water & duration",0,0,0,0,0,26,54,68,83,88,95,97,98,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
526,COM8,USACE - St. Paul,"Recreation, structure, fresh water",0,0,0,0,5,12,17,20,21,22,22,23,25,27,31,35,39,42,42,42,42,42,42,42,42,42,42,42,42,NULL
527,COM8,USACE - Wilmington,"Bowling Alley, structure",0,0,0,0,24,30,33,35,39,46,55,62,68,72,75,79,81,83,85,87,89,91,93,95,97,99,100,100,100,NULL
528,COM8,USACE - Wilmington,"Private Club, structure",0,0,0,0,6,19,33,44,49,53,57,61,66,70,74,78,83,87,91,95,99,100,100,100,100,100,100,100,100,NULL
529,COM8,USACE - Wilmington,"T.V. Station, structure",0,0,0,0,3,6,9,11,14,17,20,23,27,30,34,37,41,44,47,50,53,56,59,62,65,68,71,74,77,NULL
530,COM8,USACE - Wilmington,"Tavern, structure",0,0,0,0,3,13,46,63,67,68,69,70,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,NULL
531,COM8,USACE - Wilmington,"Restaurant, structure",0,0,0,0,8,20,32,43,52,59,66,73,79,83,86,89,93,96,97,98,99,100,100,100,100,100,100,100,100,NULL
532,COM9,USACE - Galveston,"Average theatre, Structure",0,0,0,0,0,2,4,5,5,5,6,8,10,12,15,20,24,29,35,42,49,56,62,68,74,80,86,92,98,NULL
533,COM9,USACE - Galveston,"Private Hall, structure",0,0,0,0,0,1,5,5,5,5,6,8,9,11,14,18,22,28,34,42,50,58,64,70,76,82,88,94,100,NULL
534,COM9,USACE - Galveston,"Indoor Theater, structure",0,0,0,0,0,2,3,4,4,4,5,7,10,13,16,21,25,30,36,41,47,53,60,66,72,78,84,90,96,NULL
535,COM9,USACE - New Orleans,"Movie Theater, structure, salt water, long duration",0,0,0,0,0,46,75,92,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
536,COM9,USACE - New Orleans,"Movie Theater, structure, salt water, short duration",0,0,0,0,0,25,50,80,96,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
537,COM9,USACE - New Orleans,"Movie Theater, structure, fresh water, long duration",0,0,0,0,0,41,68,84,92,95,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,NULL
538,COM9,USACE - New Orleans,"Movie Theater, structure, fresh water, short duration",0,0,0,0,0,24,48,77,91,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,NULL
539,COM9,USACE - New Orleans,"Movie Theater, structure, composite water & duration",0,0,0,0,0,26,54,68,83,88,95,97,98,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
540,COM9,USACE - Wilmington,"Organization Hall, structure",0,0,0,0,2,3,6,11,18,23,30,36,43,50,57,63,70,76,82,88,94,100,100,100,100,100,100,100,100,NULL
541,COM9,USACE - Wilmington,"Theater, Structure",0,0,0,0,2,8,16,21,22,23,24,25,25,25,25,26,26,27,27,27,27,27,27,27,27,27,27,27,27,NULL
542,COM9,USACE - Wilmington,"Drive-In Theater, structure",0,0,0,0,1,1,2,3,6,9,13,17,21,24,28,32,35,39,42,45,48,51,54,57,60,63,66,69,72,NULL
543,COM10,USACE - Galveston,"Garage, structure",0,0,0,0,0,3,5,6,7,8,10,13,17,21,25,30,35,41,47,52,58,65,71,76,81,86,91,96,100,NULL
544,COM10,USACE - Wilmington,"Garage, structure",0,0,0,0,3,7,12,17,20,24,28,32,37,41,46,51,55,59,64,68,72,76,80,84,88,92,96,100,100,NULL
545,IND1,USACE - Galveston,"Average heavy industrial, Structure",0,0,0,0,1,10,12,15,19,22,26,30,35,39,42,48,50,51,53,54,55,55,56,56,57,57,57,58,58,NULL
546,IND1,USACE - Galveston,"Boiler Building, structure",0,0,0,0,0,1,1,3,5,8,12,16,21,26,32,38,45,45,45,45,45,45,45,45,45,45,45,45,45,NULL
547,IND1,USACE - Galveston,"Cabinet Shop Mfg, structure",0,0,0,0,0,20,22,24,26,28,30,35,40,43,46,50,50,50,50,50,50,50,50,50,50,50,50,50,50,NULL
548,IND1,USACE - Galveston,"Concrete Mfg, structure",0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,NULL
549,IND1,USACE - Galveston,"Door Mfg, structure",0,0,0,0,0,14,22,26,29,32,33,34,35,35,35,35,41,43,45,47,49,51,53,53,53,53,53,53,53,NULL
550,IND1,USACE - Galveston,"Fabrication Shop, structure",0,0,0,0,0,2,5,10,15,20,25,30,35,40,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,NULL
551,IND1,USACE - Galveston,"Heat Exchanger Mfg, structure",0,0,0,0,0,3,4,5,6,7,7,7,7,7,7,8,9,9,10,10,10,11,11,12,12,13,13,14,14,NULL
